"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총인원"
"3140000","314000001020080004","2008-10-21","","03","폐업","0002","폐업","2022-12-20","","","","2645-7582","28","","서울특별시 양천구 목동 917-6 지하2층 ","서울특별시 양천구 목동동로 309 (목동)","07997","행복한세상동물병원","2022-12-20 18:03:40","U","2022-12-22 02:40:00.0","","188977.171050288    ","447466.355031447    ","동물병원","","","000","0"
"3140000","314000001020080005","2008-11-07","","03","폐업","0002","폐업","2014-12-02","","","","2651-1855","50","","서울특별시 양천구 목동 506-7번지 ","서울특별시 양천구 목동중앙본로 113 (목동)","07948","대현동물병원","2014-12-02 13:28:07","I","2018-08-31 23:59:59.0","","188540.174473765    ","449290.733051822    ","동물병원","","","000",""
"3140000","314000001020090001","2009-02-18","","03","폐업","0002","폐업","2012-07-20","","","","2604-0156-8","270","","서울특별시 양천구 신정동 898-2번지 ","서울특별시 양천구 목동로 231 (신정동)","07937","리베 동물의료센터","2012-07-20 10:01:05","I","2018-08-31 23:59:59.0","","187866.51995498     ","447451.595714316    ","동물병원","","","000",""
"3140000","314000001020090002","2009-04-20","","03","폐업","0002","폐업","2009-07-01","","","","","40","","서울특별시 양천구 목동 962번지 트라팰리스 1층 ","서울특별시 양천구 오목로 299 (목동,트라팰리스 1층)","","쿨펫이마트목동점","2009-07-01 14:50:26","I","2018-08-31 23:59:59.0","","188472.759197224    ","447091.855963511    ","동물병원","","","000",""
"3140000","314000001020060005","2006-09-27","","03","폐업","0002","폐업","2008-08-01","","","","02-2647-7501","38","","서울특별시 양천구 목동 907번지 현대월드상가 101-1 ","서울특별시 양천구 목동서로 77 (목동,현대월드상가 101-1)","","행복동물병원","2008-08-01 09:47:43","I","2018-08-31 23:59:59.0","","189151.208015925    ","448200.067716589    ","동물병원","","","000",""
"3140000","314000001020070001","2007-02-12","","03","폐업","0002","폐업","2007-12-31","","","","02-2643-0283","24","","서울특별시 양천구 목동 919-7번지 2층 ","서울특별시 양천구 목동서로 170 (목동,2층)","","닥터펫동물병원","2007-12-31 15:35:23","I","2018-08-31 23:59:59.0","","188729.190478822    ","447572.610039376    ","동물병원","","","000",""
"3140000","314000001020070003","2007-10-10","","03","폐업","0002","폐업","2019-09-06","","","","2642-7588","","","서울특별시 양천구 신정동 1007-10번지 ","서울특별시 양천구 목동로 161 (신정동, 덕수프라자)","08023","우리들 동물메디컬 센터","2019-09-06 17:39:04","U","2019-09-08 02:40:00.0","","187991.264129363    ","446750.964774882    ","동물병원","","","000",""
"3140000","314000001020070004","2007-12-03","","03","폐업","0002","폐업","2008-10-15","","","","2645-7582","28","","서울특별시 양천구 목동 917-6번지 행복한세상백화점 지하2층 ","서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 지하2층)","","쿨펫동물병원","2008-10-15 16:05:37","I","2018-08-31 23:59:59.0","","188977.171050288    ","447466.355031447    ","동물병원","","","000",""
"3140000","314000001020010001","2001-04-04","","03","폐업","0002","폐업","2003-04-15","","","","2643-8204","0","","서울특별시 양천구 신정동 1052-3번지 ","서울특별시 양천구 중앙로 230 (신정동)","","바우동물병원","2003-09-23 17:19:47","I","2018-08-31 23:59:59.0","","187079.375126738    ","446116.629313272    ","동물병원","","","000",""
"3140000","314000001020010002","2001-06-19","","03","폐업","0002","폐업","2006-02-20","","","","2642-7582","0","","서울특별시 양천구 목동 905-22  번지 목동트윈빌딩(102호) ","","","황경택동물병원","2006-02-21 09:09:50","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001019960002","1996-01-28","","03","폐업","0002","폐업","2008-11-07","","","","2651-1855","0","","서울특별시 양천구 목동 506-7번지 ","서울특별시 양천구 목동중앙본로 113 (목동)","","대현동물병원","2008-11-07 15:59:43","I","2018-08-31 23:59:59.0","","188540.174473765    ","449290.733051822    ","동물병원","","","000",""
"3140000","314000001019970001","1997-01-10","","03","폐업","0002","폐업","2006-02-03","","","","654-7345","0","","서울특별시 양천구 목동 788-13  번지 ","","","애완동물병원","2006-02-06 10:30:58","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020010003","2001-08-10","","03","폐업","0002","폐업","2012-05-15","","","","","0","","서울특별시 양천구 목동 907-10번지 현대파리지앙 121호 ","서울특별시 양천구 목동서로 57 (목동,현대파리지앙 121호)","","목동동물병원","2012-05-15 17:22:02","I","2018-08-31 23:59:59.0","","189311.02246611     ","448276.142483848    ","동물병원","","","000",""
"3140000","314000001020010004","2001-12-20","","03","폐업","0002","폐업","2007-03-22","","","","2652-5475","0","","서울특별시 양천구 신정동 117-37번지 ","서울특별시 양천구 신목로 78 (신정동)","","슈슈애견동물병원","2007-03-22 17:49:01","I","2018-08-31 23:59:59.0","","188813.809498067    ","446610.632065476    ","동물병원","","","000",""
"3140000","314000001020020001","2002-05-02","","03","폐업","0002","폐업","2003-04-14","","","","2643-0283","0","","서울특별시 양천구 목동 919-7번지 한국까르프 1층 ","서울특별시 양천구 목동서로 170 (목동,한국까르프 1층)","","닥터펫 동물병원","2003-09-23 17:20:11","I","2018-08-31 23:59:59.0","","188729.190478822    ","447572.610039376    ","동물병원","","","000",""
"3140000","314000001019970003","1997-10-29","","03","폐업","0002","폐업","2019-09-16","","","","2644-8275","0","","서울특별시 양천구 신정동 294-29번지 ","서울특별시 양천구 목동동로8길 7 (신정동)","","이솝동물병원","2019-09-16 17:47:58","U","2019-09-18 02:40:00.0","","188492.562839176    ","446209.443633413    ","동물병원","","","000",""
"3140000","314000001019980001","1998-05-16","","03","폐업","0002","폐업","2009-12-14","","","","2645-7588","0","","서울특별시 양천구 목동 908-31번지 목동프라자 105 ","서울특별시 양천구 목동서로 35 (목동,목동프라자 105)","","가나동물병원","2009-12-14 14:49:16","I","2018-08-31 23:59:59.0","","189512.045139098    ","448382.559813141    ","동물병원","","","000",""
"3140000","314000001019990001","1999-03-09","","03","폐업","0002","폐업","2019-10-22","","","","2644-8254","0","","서울특별시 양천구 목동 752-1번지 극동상가 103 ","서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)","","나우동물종합병원","2019-10-22 16:20:32","U","2019-10-24 02:40:00.0","","188567.94404971     ","448483.622866612    ","동물병원","","","000",""
"3140000","314000001020090004","2009-09-16","","03","폐업","0002","폐업","2010-11-29","","","","02-2643-0283","0","","서울특별시 양천구 목동 919-0007번지 ","","","닥터펫 동물병원","2010-11-29 17:52:56","I","2018-08-31 23:59:59.0","","188729.190478822    ","447572.610039376    ","동물병원","","","000",""
"3140000","314000001020110001","2011-02-16","","03","폐업","0002","폐업","2011-04-26","","","","2643-0283","62","","서울특별시 양천구 목동 919-7   번지 홈플러스 2층 ","","","닥터펫동물병원","2011-04-26 14:07:17","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020110002","2011-05-02","","03","폐업","0002","폐업","2024-05-31","","","","2643-0283","62","","서울특별시 양천구 목동 919-7 홈플러스목동점 ","서울특별시 양천구 목동서로 170, 홈플러스목동점 (목동)","07992","닥터펫동물병원","2024-05-31 09:28:36","U","2024-06-02 02:40:00.0","","188729.190478822    ","447572.610039376    ","동물병원","","","000","0"
"3140000","314000001020040003","2004-06-30","","03","폐업","0002","폐업","2006-03-17","","","","2655-2258","51.1","","서울특별시 양천구 목동 515-1번지 ","서울특별시 양천구 공항대로 636 (목동)","","행복한 동물병원","2006-03-17 10:45:13","I","2018-08-31 23:59:59.0","","188918.535367036    ","449389.208595744    ","동물병원","","","000",""
"3140000","314000001020040004","2004-08-02","","03","폐업","0002","폐업","2005-03-10","","","","2643-0283","42.6","","서울특별시 양천구 목동 919-7   번지 한국까르푸 목동점 1층 ","","","덕터펫 동물병원","2005-03-10 15:39:56","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020110003","2011-06-07","","03","폐업","0002","폐업","2017-02-28","","","","2645-7611","44.8","","서울특별시 양천구 신정동 323번지 세림프라자 106호 ","서울특별시 양천구 목동서로 387 (신정동,세림프라자 106호)","","하나동물병원","2017-02-28 15:37:43","I","2018-08-31 23:59:59.0","","187646.629756578    ","445993.33256629     ","동물병원","","","000",""
"3140000","314000001020030002","2003-02-19","","03","폐업","0002","폐업","2013-04-02","","","","2694-9550","61.9","","서울특별시 양천구 신월동 116-14번지 ","서울특별시 양천구 월정로 137 (신월동)","","다정종합동물병원","2013-04-02 16:18:47","I","2018-08-31 23:59:59.0","","185562.951924004    ","447671.835790408    ","동물병원","","","000",""
"3140000","314000001020030003","2003-04-14","","03","폐업","0002","폐업","2008-07-15","","","","2690-5673","43.7","","서울특별시 양천구 신월동 446-4번지 ","서울특별시 양천구 월정로 46 (신월동)","","햇살동물병원","2008-07-15 17:34:31","I","2018-08-31 23:59:59.0","","185992.29499381     ","446855.110008127    ","동물병원","","","000",""
"3140000","314000001020030004","2003-04-15","","03","폐업","0002","폐업","2016-12-21","","","","2643-8204","75","","서울특별시 양천구 신정동 1052-3번지 ","서울특별시 양천구 중앙로 230 (신정동)","08091","바우동물병원","2016-12-22 11:18:49","I","2018-08-31 23:59:59.0","","187079.375126738    ","446116.629313272    ","동물병원","","","000",""
"3140000","314000001020030005","2003-04-22","","03","폐업","0002","폐업","2003-07-01","","","","","0","","서울특별시 양천구 목동 919-7   번지 한국까르프 1층 ","","","닥터펫 동물병원","2003-07-02 11:04:12","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020030008","2003-07-18","","03","폐업","0002","폐업","2004-07-12","","","","","42.6","","서울특별시 양천구 목동 919-7   번지 한국까르프 목동점 1층 ","","","닥터펫동물병원","2004-07-12 11:13:05","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020030009","2003-08-14","","03","폐업","0002","폐업","2003-11-18","","","","","0","","서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호 ","서울특별시 양천구 신정로 312 (신정동,뉴목동프라자 113호)","","하릅강아지 동물병원","2003-11-18 15:50:57","I","2018-08-31 23:59:59.0","","187158.467033065    ","445678.076325463    ","동물병원","","","000",""
"3140000","314000001020170002","2017-03-02","","03","폐업","0002","폐업","2019-01-15","","","","02-2645-7611","0","","서울특별시 양천구 신정동 323번지 세림프라자 106호","서울특별시 양천구 목동서로 387, 세림프라자 106호 (신정동)","08093","하나동물병원","2019-01-23 14:19:54","U","2019-01-25 02:40:00.0","","187646.629756578    ","445993.33256629     ","동물병원","","","000",""
"3140000","314000001020150001","2015-02-02","","03","폐업","0002","폐업","2017-01-05","","","","2604-0156","329.18","","서울특별시 양천구 신정동 898-2번지 1,2층 ","서울특별시 양천구 목동로 231, 1,2층 (신정동)","07937","홍익동물병원","2017-01-16 14:12:59","I","2018-08-31 23:59:59.0","","187866.51995498     ","447451.595714316    ","동물병원","","","000",""
"3140000","314000001020150004","2015-12-03","","03","폐업","0002","폐업","2023-03-24","","","","2650-8275","58.93","","서울특별시 양천구 신정동 321-6 센트럴프라자 104호","서울특별시 양천구 목동서로 349, 104호 (신정동, 센트럴프라자)","08095","공원옆동물병원","2023-03-24 17:45:01","U","2023-03-26 02:40:00.0","","188039.543424546    ","446149.197185122    ","동물병원","","","000","0"
"3140000","314000001020160002","2016-10-25","","03","폐업","0002","폐업","2022-11-23","","","","02-2604-0156","0","","서울특별시 양천구 목동 408-115 ","서울특별시 양천구 오목로 280, 1층 (목동)","08003","리베동물메디컬센터","2022-11-24 09:02:35","U","2022-11-27 02:40:00.0","","188281.881518096    ","446999.721549048    ","동물병원","","","000","0"
"3140000","314000001020020003","2002-05-11","","03","폐업","0002","폐업","2020-03-19","","","","2601-8275","0","","서울특별시 양천구 신월동 502-5번지 ","서울특별시 양천구 중앙로 291 (신월동)","","애니케어동물병원","2020-03-19 17:54:53","U","2020-03-21 02:40:00.0","","186815.245587102    ","446670.512511808    ","동물병원","","","000",""
"3140000","314000001020020005","2002-06-07","","03","폐업","0002","폐업","2006-02-22","","","","2648-7997","0","","서울특별시 양천구 목동 405-280번지 ","서울특별시 양천구 오목로 318 (목동)","","메디펫종합 동물병원","2006-02-22 14:18:01","I","2018-08-31 23:59:59.0","","188670.26737192     ","446940.352795251    ","동물병원","","","000",""
"3140000","314000001020020006","2002-12-13","","03","폐업","0002","폐업","2011-06-02","","","","2645-7611","45","","서울특별시 양천구 신정동 323번지 세림프라자 106호 ","서울특별시 양천구 목동서로 387 (신정동,세림프라자 106호)","","하나 동물병원","2011-06-02 15:33:22","I","2018-08-31 23:59:59.0","","187646.629756578    ","445993.33256629     ","동물병원","","","000",""
"3140000","314000001020030001","2003-02-19","","03","폐업","0002","폐업","2008-08-01","","","","2642-5994","41.1","","서울특별시 양천구 신정동 88-27번지 ","서울특별시 양천구 신목로 59 (신정동)","","이지동물병원","2008-08-01 10:31:58","I","2018-08-31 23:59:59.0","","188685.978168598    ","446512.723985337    ","동물병원","","","000",""
"3140000","314000001020140001","2014-01-14","","03","폐업","0002","폐업","2015-01-30","","","","2604-0156","","","서울특별시 양천구 신정동 898-2번지 ","서울특별시 양천구 목동로 231 (신정동)","07937","리베동물의료센터","2015-01-30 13:00:08","I","2018-08-31 23:59:59.0","","187866.51995498     ","447451.595714316    ","동물병원","","","000",""
"3140000","314000001020050001","2005-04-08","","03","폐업","0002","폐업","2005-10-24","","","","","42.6","","서울특별시 양천구 목동 919-7   번지 한국까르푸 1층 ","","","닥터펫 동물병원","2005-10-24 18:44:55","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020050002","2005-07-26","","03","폐업","0002","폐업","2006-05-25","","","","2647-8572","36","","서울특별시 양천구 목동 923-15  번지 동문굿모닝탑 상가 106호 ","","","다솜동물병원","2006-05-25 14:17:48","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020050003","2005-11-24","","03","폐업","0002","폐업","2006-12-21","","","","02-2643-0283","0","","서울특별시 양천구 목동 919-7번지 한국까르푸 1층 ","서울특별시 양천구 목동서로 170 (목동,한국까르푸 1층)","","Dr.Pet 동물병원","2006-12-21 10:30:15","I","2018-08-31 23:59:59.0","","188729.190478822    ","447572.610039376    ","동물병원","","","000",""
"3140000","314000001020060002","2006-02-16","","03","폐업","0002","폐업","2007-04-12","","","","2654-7345","52","","서울특별시 양천구 신정동 151-20번지 ","서울특별시 양천구 목동로 17 (신정동)","","펫서비스동물병원","2007-04-12 15:56:44","I","2018-08-31 23:59:59.0","","188528.033792032    ","445390.869067966    ","동물병원","","","000",""
"3140000","314000001020120003","2012-07-20","","03","폐업","0002","폐업","2014-01-13","","","","2604-0256","314","","서울특별시 양천구 신정동 898-2번지 ","서울특별시 양천구 목동로 231 (신정동)","07937","리베동물 의료센터","2014-01-13 17:46:48","I","2018-08-31 23:59:59.0","","187866.51995498     ","447451.595714316    ","동물병원","","","000",""
"3150000","315000001020240002","2024-10-25","","03","폐업","0002","폐업","2025-10-13","","","","","0","","서울특별시 강서구 등촌동 654-66","서울특별시 강서구 공항대로 449, 2층 (등촌동)","07571","홍금동물병원","2025-10-13 15:09:18","U","2024-10-30 23:05:00.0","","187295.703543631","450270.219675812","","","","",""
"3140000","314000001020130001","2013-01-29","","03","폐업","0002","폐업","2018-12-19","","","","2699-1222","97.32","","서울특별시 양천구 신정동 1267번지 목동뉴프라자 112,113호 ","서울특별시 양천구 신정로 312 (신정동)","08106","푸른들동물병원","2018-12-24 17:03:17","U","2018-12-26 02:40:00.0","","187158.467033065    ","445678.076325463    ","동물병원","","","000",""
"3140000","314000001020130002","2013-04-05","","03","폐업","0002","폐업","2018-05-03","","","","2694-9550","76","","서울특별시 양천구 신월동 116-14번지 ","서울특별시 양천구 월정로 137 (신월동)","07923","가스펠동물병원","2018-05-03 15:41:36","I","2018-08-31 23:59:59.0","","185562.951924004    ","447671.835790408    ","동물병원","","","000",""
"3140000","314000001020130003","2013-05-30","","03","폐업","0002","폐업","2018-10-22","","","","2647-1772","259.64","","서울특별시 양천구 목동 783-2번지 1,2층 ","서울특별시 양천구 등촌로 58, 1,2층 (목동)","07965","하니동물병원","2018-10-22 14:29:57","U","2018-10-24 02:35:54.0","","187890.251114546    ","448106.571502671    ","동물병원","","","L00",""
"3140000","314000001020130004","2013-06-27","","03","폐업","0002","폐업","2015-04-01","","","","2062-9725","33.6","","서울특별시 양천구 목동 948번지 목동2차월드메르디앙 상가 지층 103호 ","서울특별시 양천구 목동중앙본로1길 5 (목동, 목동2차월드메르디앙 상가 지층 103호)","07961","아람동물병원","2015-04-01 13:48:07","I","2018-08-31 23:59:59.0","","188477.861441549    ","448479.27984367     ","동물병원","","","000",""
"3140000","314000001020030010","2004-09-30","","03","폐업","0002","폐업","2006-06-05","","","","2608-9090","49.2","","서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호 ","서울특별시 양천구 신정로 312 (신정동,뉴목동프라자 113호)","","하릅강아지 동물병원","2006-06-05 12:26:15","I","2018-08-31 23:59:59.0","","187158.467033065    ","445678.076325463    ","동물병원","","","000",""
"3140000","314000001020040002","2004-03-16","","03","폐업","0002","폐업","2013-01-31","","","","2642-8655","70","","서울특별시 양천구 목동 808-5   번지 대원칸타빌 상가 ","","","비비펫 동물병원","2013-01-31 13:52:07","I","2018-08-31 23:59:59.0","","","","동물병원","","","000",""
"3140000","314000001020190004","2019-12-27","","03","폐업","0002","폐업","2022-11-10","","","","02-2642-7588","0","","서울특별시 양천구 신정동 1006-3 4층 ","서울특별시 양천구 목동로 171, 4층 (신정동)","08023","우리들 노령동물 암센터","2022-11-16 08:27:45","U","2022-11-18 02:40:00.0","","187971.403234258    ","446833.613864261    ","동물병원","","","000","0"
"3140000","314000001020200002","2020-05-08","","03","폐업","0002","폐업","2024-12-30","","","","02-2607-7582","61.52","","서울특별시 양천구 신월동 1002-3 ","서울특별시 양천구 신월로 124, 1층 (신월동)","08047","신월동물병원","2024-12-27 14:31:17","U","2024-12-29 02:40:00.0","","185586.445641247    ","446018.063168796    ","동물병원","","","000","0"
"3150000","315000001020230003","2023-08-17","","01","영업/정상","0000","정상","","","","","02-3663-6575","0","","서울특별시 강서구 등촌동 639-11 홈플러스강서점앤본사사옥 ","서울특별시 강서구 화곡로 398, 홈플러스강서점앤본사사옥 4층 (등촌동)","07567","웰니스동물병원","2024-03-14 16:59:56","U","2024-03-16 02:40:00.0","","187119.948165892    ","450691.593173724    ","동물병원","","","000","0"
"3150000","315000001020230002","2023-07-27","","01","영업/정상","0000","정상","","","","","02-6952-3676","0","","서울특별시 강서구 가양동 1458 가양골프장 ","서울특별시 강서구 강서로 506, 가양골프장 A동 102,103호 (가양동)","07529","보타닉동물병원","2023-07-27 09:06:45","I","2023-07-30 00:18:45.0","","185983.836659693    ","452051.602909992    ","동물병원","","","000","0"
"3150000","315000001020190002","2019-05-14","","01","영업/정상","0000","정상","","","","","2666-7990","","","서울특별시 강서구 마곡동 743-4번지 마곡엠밸리7단지 ","서울특별시 강서구 마곡서로 133, 712동 102-1호 (마곡동, 마곡엠밸리7단지)","07798","참동물병원","2019-05-14 08:33:24","I","2019-05-16 02:20:47.0","","184333.032124285    ","451471.100985376    ","동물병원","","","000",""
"3150000","315000001020200002","2020-03-25","","01","영업/정상","0000","정상","","","","","0226627975","0","","서울특별시 강서구 마곡동 798-14번지 205호","서울특별시 강서구 마곡중앙1로 20, 205호 (마곡동)","07807","모모동물병원","2020-03-25 19:26:16","I","2020-03-27 00:23:21.0","","184443.12135918     ","450710.177910704    ","동물병원","","","000",""
"3150000","315000001020230001","2023-05-30","","01","영업/정상","0000","정상","","","","","02-2135-5611","0","","서울특별시 강서구 마곡동 800-5 ","서울특별시 강서구 공항대로 228, 2층 201,202,203,211,212호 (마곡동)","07806","율동물의료센터","2023-06-05 17:43:00","U","2023-06-08 02:40:00.0","","185148.900294753    ","450719.380288227    ","동물병원","","","000","0"
"3150000","315000001020200003","2020-06-16","","01","영업/정상","0000","정상","","","","","02-2235-1533","","","서울특별시 강서구 등촌동 680 한울빌딩 ","서울특별시 강서구 강서로62길 10, 한울빌딩 1층 (등촌동)","07583","차지우동물병원","2023-03-01 17:19:34","U","2023-03-03 02:40:00.0","","185831.959022199    ","451192.093585364    ","동물병원","","","000","0"
"3150000","315000001020240001","2024-01-23","","01","영업/정상","0000","정상","","","","","02-2065-7585","67.28","","서울특별시 강서구 화곡동 1165-1 강서힐스테이트 상가동 219호","서울특별시 강서구 강서로 242, 상가동 219호 (화곡동, 강서힐스테이트)","07694","강서 더힐 동물병원","2024-01-23 14:46:50","I","2024-01-25 00:16:23.0","","185509.165465662    ","449450.069694741    ","동물병원","","","000","0"
"3150000","315000001020210003","2021-07-06","","01","영업/정상","0000","정상","","","","","02-2664-8275","0","","서울특별시 강서구 내발산동 702-16 ","서울특별시 강서구 강서로 282, 1층 (내발산동)","07680","우장산동물의료센터","2021-07-06 15:06:45","I","2021-07-08 00:22:53.0","","185490.394238292    ","449861.780286583    ","동물병원","","","000","0"
"3150000","315000001020200001","2020-01-21","","01","영업/정상","0000","정상","","","","","0226627515","0","","서울특별시 강서구 방화동 245-31","서울특별시 강서구 방화대로33길 3, 1~2층 (방화동)","07605","마곡M동물의료센터","2025-07-25 10:30:36","U","2024-12-06 22:07:00.0","","183698.098433972","451825.491934909","","","","",""
"3150000","315000001020210004","2021-08-11","","01","영업/정상","0000","정상","","","","","02-2666-2611","0","","서울특별시 강서구 내발산동 750 발산로얄타워 ","서울특별시 강서구 수명로 82, 발산로얄타워 2층 202호 (내발산동)","07635","마음사랑 동물병원","2021-08-13 12:47:28","U","2021-08-15 02:40:00.0","","184596.054749491    ","450145.997297011    ","동물병원","","","000","0"
"3150000","315000001020220002","2022-12-21","","01","영업/정상","0000","정상","","","","","02-2690-9990","0","","서울특별시 강서구 화곡동 1026-12 ","서울특별시 강서구 강서로 206(화곡동)","07698","나음동물의료센터","2022-12-21 17:04:13","I","2022-12-24 00:40:15.0","","185617.497941805    ","449153.637971735    ","동물병원","","","000","0"
"3150000","315000001020070002","2007-12-11","","01","영업/정상","0000","정상","","","","","2665-8256","0","","서울특별시 강서구 방화동 1265번지 24통4반 숲속마을 402동 502호","서울특별시 강서구 방화대로47가길 7 (방화동, 방화샤르망1오피스텔)","07511","굿모닝동물병원","2019-05-10 10:24:09","U","2019-05-12 02:40:00.0","","183414.494799084    ","452706.104919778    ","동물병원","","","000",""
"3150000","315000001020080001","2008-01-10","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강서구 화곡동 313번지 목동신시가지 아파트 902-203 ","서울특별시 강서구 강서로 254 (화곡동, 우장산아이파크이편한세상)","07691","다나동물병원","2019-04-29 10:00:44","U","2019-05-01 02:40:00.0","","185509.755178223    ","449581.928502772    ","동물병원","","","000",""
"3150000","315000001020100001","2010-03-17","","01","영업/정상","0000","정상","","","","","02-2693-0075","76.14","","서울특별시 강서구 화곡동 1070-1번지 ","서울특별시 강서구 화곡로 112, 1층 (화곡동)","07718","파스텔동물병원","2019-03-07 14:20:33","U","2019-03-09 02:40:00.0","","185300.543275716    ","448627.739755483    ","동물병원","","","000",""
"3150000","315000001020100003","2010-05-12","","01","영업/정상","0000","정상","","","","","02-2697-0052","32.8","","서울특별시 강서구 내발산동 722-15 ","서울특별시 강서구 강서로45길 28 (내발산동)","07639","오즈동물병원","2022-02-03 11:45:46","U","2022-02-05 02:40:00.0","","185311.91303637     ","449552.462819786    ","동물병원","","","000","0"
"3150000","315000001020100004","2010-08-16","","01","영업/정상","0000","정상","","","","","02-3665-7588","0","","서울특별시 강서구 마곡동 799-2 푸리마타워 ","서울특별시 강서구 공항대로 190, 푸리마타워 219호 (마곡동)","07631","땅콩 동물병원","2021-03-25 16:36:25","U","2021-03-27 02:40:00.0","","184785.483493825    ","450767.258354567    ","동물병원","","","000",""
"3150000","315000001020110001","2011-01-18","","01","영업/정상","0000","정상","","","","","3665-1838","49.6","","서울특별시 강서구 가양동 17번지 4통10반 파크리오 119동 403호","서울특별시 강서구 양천로 431 (가양동, 홈플러스가양점)","07527","가양쿨펫동물병원","2015-08-03 16:12:47","I","2018-08-31 23:59:59.0","","186687.131804431    ","451342.773451086    ","동물병원","","","000",""
"3150000","315000001020110002","2011-06-07","","01","영업/정상","0000","정상","","","","","02-2667-5666","49.2","","서울특별시 강서구 내발산동 1139번지 16통3반 초록아파트 107동 702호","서울특별시 강서구 수명로 74 (내발산동, 발산시티타워)","07635","스마일동물병원","2015-08-03 16:14:08","I","2018-08-31 23:59:59.0","","184573.276770349    ","450049.716475329    ","동물병원","","","000",""
"3150000","315000001020130001","2013-01-03","","01","영업/정상","0000","정상","","","","","","126.72","","서울특별시 강서구 등촌동 628-13번지 101-1호","서울특별시 강서구 양천로 510, 1층 101-1호 (등촌동, 현대프린스텔빌딩)","07548","24시 안박동물병원","2020-06-12 13:49:16","U","2020-06-14 02:40:00.0","","187239.182172485    ","450877.798368564    ","동물병원","","","000",""
"3150000","315000001020020007","2002-12-05","","01","영업/정상","0000","정상","","","","","3665-5982","0","","서울특별시 강서구 내발산동 655-12 ","서울특별시 강서구 강서로 333, 104호 105호 (내발산동)","07632","박동물병원","2023-02-28 17:53:20","U","2023-03-03 02:40:00.0","","185521.368171349    ","450368.363433796    ","동물병원","","","000","0"
"3150000","315000001020020008","2002-12-05","","01","영업/정상","0000","정상","","","","","2608-0973","0","","서울특별시 강서구 화곡동 861-8번지 9통2반 ","서울특별시 강서구 곰달래로 199 (화곡동, 고득영동물병원)","07749","고득영동물병원","2015-08-03 10:14:18","I","2018-08-31 23:59:59.0","","187118.34741588     ","447697.851916315    ","동물병원","","","000",""
"3150000","315000001020020009","2002-12-05","","01","영업/정상","0000","정상","","","","","2602-7582","0","","서울특별시 강서구 화곡동 904번지 8통8반 목동신시가지아파트 405동 805호","서울특별시 강서구 화곡로 143 (화곡동, 충효빌딩)","07714","우장동물병원","2019-03-07 16:47:05","U","2019-03-09 02:40:00.0","","185582.007190235    ","448778.356672536    ","동물병원","","","000",""
"3150000","315000001020020011","2002-12-05","","01","영업/정상","0000","정상","","","","","2691-5900","0","","서울특별시 강서구 화곡동 421-23번지 ","서울특별시 강서구 곰달래로15길 46 (화곡동, 강서동물병원)","07771","강서동물병원","2019-05-01 09:59:08","U","2019-05-03 02:40:00.0","","185747.731504051    ","447787.148406951    ","동물병원","","","000",""
"3150000","315000001020030005","2008-06-04","","01","영업/정상","0000","정상","","","","","2694-4821","32.04","","서울특별시 강서구 화곡동 1059-51번지 ","서울특별시 강서구 화곡로 205 (화곡동, 대한동물병원)","07696","대한동물병원","2016-03-10 15:19:56","I","2018-08-31 23:59:59.0","","186065.975239861    ","449079.669875309    ","동물병원","","","000",""
"3150000","315000001020030004","2003-01-15","","01","영업/정상","0000","정상","","","","","3663-7584","0","","서울특별시 강서구 가양동 1480-5 10통7반 이스타빌1 502호","서울특별시 강서구 양천로57길 10-20 (가양동, 이스타빌Ⅰ)","07526","해맑은동물병원","2024-03-06 13:04:18","U","2024-03-08 02:40:00.0","","186943.885592447    ","451159.513463994    ","동물병원","","","000","0"
"3150000","315000001020020013","2002-12-05","","01","영업/정상","0000","정상","","","","","2608-0234","0","","서울특별시 강서구 화곡동 425-1번지 8통6반 청구빌라 301호","서울특별시 강서구 강서로 45 (화곡동, 미래동물병원)","07774","미래동물병원","2019-04-29 10:07:35","U","2019-05-01 02:40:00.0","","185891.098820069    ","447597.645520329    ","동물병원","","","000",""
